Orthogroup	Acinetobacter_baumannii	Mycobacterium_leprae	Mycobacterium_tuberculosis	Neisseria_gonorrhoeae	Pseudomonas_aeruginosa	Salmonella_enterica
OG0001654					g1185.t1, g5351.t1	g2792.t1
OG0001655					g1187.t1	g2104.t1, g3580.t1
OG0001656					g1189.t1, g1802.t1	g2108.t1
OG0001657					g1195.t1, g2697.t1	g1148.t1
OG0001658					g1205.t1, g2219.t1	g2028.t1
OG0001659					g1209.t1, g5268.t1	g1371.t1
OG0001660					g1231.t1, g2721.t1, g3957.t1	
OG0001661					g1236.t1, g2344.t1, g4157.t1	
OG0001662					g1256.t1, g3094.t1	g4020.t1
OG0001663					g1282.t1, g1504.t1, g2237.t1	
OG0001664					g1329.t1, g2862.t1	g400.t1
OG0001665					g1347.t1, g1519.t1, g5454.t1	
OG0001666					g1378.t1, g2617.t1	g766.t1
OG0001667					g1379.t1, g5396.t1	g1322.t1
OG0001668					g1435.t1, g2107.t1, g5195.t1	
OG0001669					g1440.t1, g3678.t1	g2473.t1
OG0001670					g1457.t1, g5334.t1	g1845.t1
OG0001671					g1464.t1, g1488.t1	g1793.t1
OG0001672					g1475.t1, g5048.t1	g1802.t1
OG0001673					g1490.t1	g2103.t1, g3576.t1
OG0001674					g1491.t1	g2102.t1, g3575.t1
OG0001675					g1492.t1	g2101.t1, g3574.t1
OG0001676					g1493.t1	g2100.t1, g3573.t1
OG0001677					g1494.t1	g2099.t1, g3572.t1
OG0001678					g1497.t1	g2096.t1, g3569.t1
OG0001679					g1505.t1, g5243.t1	g2589.t1
OG0001680					g1561.t1	g3732.t1, g3740.t1
OG0001681					g1610.t1, g2004.t1	g368.t1
OG0001682					g1669.t1, g2240.t1	g1485.t1
OG0001683					g1671.t1, g3329.t1	g3903.t1
OG0001684					g1699.t1, g3856.t1, g4030.t1	
OG0001685					g1704.t1, g2102.t1	g2384.t1
OG0001686					g1708.t1, g2177.t1, g2210.t1	
OG0001687					g1726.t1	g1314.t1, g2689.t1
OG0001688					g1776.t1	g1805.t1, g3352.t1
OG0001689					g1785.t1, g1986.t1, g4225.t1	
OG0001690					g1796.t1, g1902.t1	g1545.t1
OG0001691					g1811.t1, g3258.t1, g3824.t1	
OG0001692					g1812.t1, g4410.t1	g1550.t1
OG0001693					g1834.t1, g2094.t1	g2074.t1
OG0001694					g1835.t1, g2093.t1	g2073.t1
OG0001695					g1861.t1, g2677.t1, g5121.t1	
OG0001696					g1870.t1, g3106.t1	g2889.t1
OG0001697					g1932.t1, g4295.t1	g555.t1
OG0001698					g1999.t1, g4206.t1	g1027.t1
OG0001699					g2026.t1	g2127.t1, g3342.t1
OG0001700					g2028.t1	g3956.t1, g537.t1
OG0001701					g2041.t1, g2508.t1	g2035.t1
OG0001702					g2120.t1, g2550.t1, g2554.t1	
OG0001703					g2143.t1, g5399.t1	g873.t1
OG0001704					g2197.t1, g3755.t1	g1782.t1
OG0001705					g2212.t1, g3531.t1	g1504.t1
OG0001706					g2261.t1, g3902.t1	g4074.t1
OG0001707					g2262.t1, g2353.t1	g3533.t1
OG0001708					g2280.t1, g4648.t1	g1089.t1
OG0001709					g2295.t1, g4170.t1	g1022.t1
OG0001710					g2301.t1, g4003.t1	g3293.t1
OG0001711					g2312.t1, g5212.t1	g3969.t1
OG0001712					g2330.t1, g3248.t1, g4178.t1	
OG0001713					g2366.t1, g2388.t1, g4237.t1	
OG0001714					g2390.t1	g243.t1, g477.t1
OG0001715					g2455.t1	g1679.t1, g3364.t1
OG0001716					g2460.t1, g2511.t1, g5427.t1	
OG0001717					g2477.t1, g5036.t1	g4057.t1
OG0001718					g2491.t1	g2576.t1, g544.t1
OG0001719					g2530.t1, g3594.t1	g323.t1
OG0001720					g2535.t1, g3353.t1, g4698.t1	
OG0001721					g2586.t1, g5471.t1	g3291.t1
OG0001722					g2811.t1, g2938.t1	g2807.t1
OG0001723					g2823.t1, g3194.t1, g4925.t1	
OG0001724					g2859.t1, g3302.t1	g2234.t1
OG0001725					g2923.t1, g3836.t1	g2396.t1
OG0001726					g2972.t1, g4797.t1	g1244.t1
OG0001727					g3003.t1, g4690.t1	g2068.t1
OG0001728					g3055.t1, g3559.t1	g1355.t1
OG0001729					g3056.t1, g3564.t1	g1350.t1
OG0001730					g3058.t1, g3562.t1	g1352.t1
OG0001731					g3080.t1	g1682.t1, g2893.t1
OG0001732					g3142.t1, g3490.t1, g4000.t1	
OG0001733					g3208.t1, g3210.t1	g1967.t1
OG0001734					g3268.t1	g1215.t1, g3790.t1
OG0001735					g3381.t1, g3382.t1, g3448.t1	
OG0001736					g3461.t1, g3743.t1, g4116.t1	
OG0001737					g3468.t1, g5333.t1	g3348.t1
OG0001738					g3500.t1	g2039.t1, g3974.t1
OG0001739					g3561.t1	g1353.t1, g1917.t1
OG0001740					g3590.t1, g3647.t1	g326.t1
OG0001741					g3672.t1, g4324.t1	g3185.t1
OG0001742					g3811.t1, g5116.t1	g1684.t1
OG0001743					g3828.t1	g292.t1, g3052.t1
OG0001744					g3897.t1	g1441.t1, g373.t1
OG0001745					g3941.t1	g2516.t1, g2573.t1
OG0001746					g3964.t1	g1388.t1, g2021.t1
OG0001747					g3967.t1	g1385.t1, g2022.t1
OG0001748					g4078.t1, g4570.t1	g596.t1
OG0001749					g4079.t1, g4529.t1	g2625.t1
OG0001750					g4097.t1	g2199.t1, g2711.t1
OG0001751					g4176.t1, g4235.t1	g3036.t1
OG0001752					g4202.t1, g4203.t1	g1024.t1
OG0001753					g4260.t1, g4882.t1	g924.t1
OG0001754					g4300.t1, g4478.t1	g412.t1
OG0001755					g4486.t1, g4513.t1	g3116.t1
OG0001756					g4493.t1, g5139.t1	g128.t1
OG0001757					g4511.t1, g4830.t1	g3042.t1
OG0001758					g4551.t1	g3098.t1, g3536.t1
OG0001759					g4591.t1	g1629.t1, g3388.t1
OG0001760					g4602.t1	g3847.t1, g768.t1
OG0001761					g4778.t1	g1730.t1, g993.t1
OG0001762					g4779.t1, g4780.t1	g992.t1
OG0001763					g4900.t1	g3442.t1, g3525.t1
OG0001764					g4902.t1	g1463.t1, g3763.t1
OG0001765					g4903.t1	g1464.t1, g3764.t1
OG0001766					g4904.t1	g1465.t1, g3765.t1
OG0001767					g4905.t1	g1466.t1, g3766.t1
OG0001768					g5041.t1	g2286.t1, g2778.t1
OG0001769					g5103.t1, g5104.t1	g3479.t1
OG0001770					g5107.t1	g3470.t1, g3481.t1
OG0001771					g5117.t1	g4044.t1, g444.t1
OG0001772					g5174.t1	g1070.t1, g1514.t1
OG0001773					g5182.t1, g5183.t1, g5184.t1	
OG0001774					g5190.t1, g5478.t1	g2608.t1
OG0001775					g5191.t1, g5479.t1	g2609.t1
OG0001776					g5192.t1, g5199.t1	g2610.t1
OG0001777					g5294.t1	g2069.t1, g799.t1
OG0001778					g5412.t1	g1068.t1, g2475.t1
OG0001779						g3507.t1, g3747.t1, g40.t1
OG0001780						g4005.t1, g50.t1, g584.t1
OG0001781						g4006.t1, g51.t1, g583.t1
OG0001782						g3125.t1, g52.t1, g703.t1
OG0001783						g3127.t1, g54.t1, g700.t1
OG0001784						g3272.t1, g3523.t1, g445.t1
OG0001785						g1714.t1, g3526.t1, g532.t1
OG0001786						g1713.t1, g3527.t1, g533.t1
OG0001787						g3292.t1, g3838.t1, g560.t1
OG0001788						g3025.t1, g607.t1, g608.t1
OG0001789						g775.t1, g777.t1, g801.t1
OG0001790						g1591.t1, g3551.t1, g798.t1
OG0001791						g2185.t1, g4077.t1, g816.t1
OG0001792						g2186.t1, g4078.t1, g817.t1
OG0001793						g1747.t1, g846.t1, g959.t1
OG0001794						g2436.t1, g847.t1, g960.t1
OG0001795						g2434.t1, g849.t1, g962.t1
OG0001796						g2428.t1, g853.t1, g965.t1
OG0001797						g2426.t1, g854.t1, g966.t1
OG0001798						g2425.t1, g855.t1, g967.t1
OG0001799						g2424.t1, g856.t1, g968.t1
OG0001800						g2423.t1, g857.t1, g969.t1
OG0001801						g1750.t1, g2456.t1, g942.t1
OG0001802						g1014.t1, g2442.t1, g955.t1
OG0001803						g2440.t1, g2528.t1, g957.t1
OG0001804						g1158.t1, g2085.t1, g985.t1
OG0001805						g1264.t1, g1265.t1, g3238.t1
OG0001806						g1424.t1, g2648.t1, g2922.t1
OG0001807						g1428.t1, g2650.t1, g2921.t1
OG0001808						g1431.t1, g1670.t1, g2925.t1
OG0001809						g1432.t1, g1669.t1, g2928.t1
OG0001810						g1446.t1, g1877.t1, g2694.t1
OG0001811						g1505.t1, g3034.t1, g3540.t1
OG0001812						g1506.t1, g3035.t1, g3539.t1
OG0001813						g1635.t1, g1915.t1, g2299.t1
OG0001814						g2000.t1, g2257.t1, g2894.t1
OG0001815						g2217.t1, g2556.t1, g3080.t1
OG0001816						g2343.t1, g3243.t1, g3515.t1
OG0001817						g2561.t1, g3434.t1, g4080.t1
OG0001818						g2864.t1, g3109.t1, g3428.t1
OG0001819						g2917.t1, g2965.t1, g4070.t1
OG0001820						g3360.t1, g4004.t1, g4023.t1
OG0001821						g3409.t1, g3535.t1, g3761.t1
OG0001822	g18.t1					g208.t1
OG0001823	g205.t1, g54.t1					
OG0001824	g76.t1				g3099.t1	
OG0001825	g79.t1				g805.t1	
OG0001826	g116.t1				g3576.t1	
OG0001827	g140.t1				g5387.t1	
OG0001828	g141.t1, g378.t1					
OG0001829	g176.t1				g2676.t1	
OG0001830	g210.t1				g2908.t1	
OG0001831	g231.t1, g468.t1					
OG0001832	g250.t1					g3450.t1
OG0001833	g279.t1, g280.t1					
OG0001834	g291.t1					g1678.t1
OG0001835	g299.t1					g3597.t1
OG0001836	g320.t1, g324.t1					
OG0001837	g338.t1				g5449.t1	
OG0001838	g360.t1		g212.t1			
OG0001839	g379.t1, g389.t1					
OG0001840	g380.t1, g390.t1					
OG0001841	g395.t1				g3202.t1	
OG0001842	g407.t1					g3624.t1
OG0001843	g412.t1				g5033.t1	
OG0001844	g425.t1				g2544.t1	
OG0001845	g430.t1				g158.t1	
OG0001846	g431.t1				g157.t1	
OG0001847	g441.t1				g2616.t1	
OG0001848	g475.t1				g215.t1	
OG0001849	g476.t1				g216.t1	
OG0001850	g509.t1					g3630.t1
OG0001851	g513.t1, g514.t1					
OG0001852	g518.t1				g661.t1	
OG0001853		g4.t1	g4.t1			
OG0001854		g7.t1	g7.t1			
OG0001855		g9.t1	g10.t1			
OG0001856		g10.t1	g11.t1			
OG0001857		g18.t1	g19.t1			
OG0001858		g24.t1	g39.t1			
OG0001859		g70.t1				g667.t1
OG0001860		g87.t1	g2044.t1			
OG0001861		g1847.t1, g88.t1				
OG0001862		g99.t1			g1847.t1	
OG0001863		g103.t1	g165.t1			
OG0001864		g105.t1	g2908.t1			
OG0001865		g108.t1	g2900.t1			
OG0001866		g112.t1	g2895.t1			
OG0001867		g117.t1	g932.t1			
OG0001868		g119.t1	g935.t1			
OG0001869		g125.t1	g941.t1			
OG0001870		g126.t1	g942.t1			
OG0001871		g139.t1	g946.t1			
OG0001872		g146.t1	g977.t1			
OG0001873		g151.t1	g983.t1			
OG0001874		g153.t1	g986.t1			
OG0001875		g155.t1	g990.t1			
OG0001876		g182.t1	g3554.t1			
OG0001877		g183.t1	g3553.t1			
OG0001878		g184.t1	g3552.t1			
OG0001879		g189.t1	g3547.t1			
OG0001880		g191.t1	g993.t1			
OG0001881		g194.t1	g997.t1			
OG0001882		g197.t1	g1000.t1			
OG0001883		g208.t1	g1011.t1			
OG0001884		g209.t1	g1012.t1			
OG0001885		g220.t1	g386.t1			
OG0001886		g223.t1	g353.t1			
OG0001887		g225.t1	g355.t1			
OG0001888		g227.t1	g357.t1			
OG0001889		g228.t1	g358.t1			
OG0001890		g237.t1	g407.t1			
OG0001891		g239.t1	g405.t1			
OG0001892		g243.t1	g432.t1			
OG0001893		g250.t1	g3534.t1			
OG0001894		g251.t1	g3533.t1			
OG0001895		g277.t1	g3391.t1			
OG0001896		g287.t1	g3372.t1			
OG0001897		g288.t1	g3371.t1			
OG0001898		g289.t1	g3370.t1			
OG0001899		g290.t1	g3368.t1			
OG0001900		g292.t1	g3366.t1			
OG0001901		g293.t1	g3365.t1			
OG0001902		g294.t1	g3357.t1			
OG0001903		g302.t1	g3562.t1			
OG0001904		g306.t1	g3323.t1			
OG0001905		g308.t1	g3320.t1			
OG0001906		g311.t1	g2485.t1			
OG0001907		g317.t1	g2473.t1			
OG0001908		g327.t1	g2570.t1			
OG0001909		g328.t1	g2573.t1			
OG0001910		g329.t1	g2574.t1			
OG0001911		g330.t1	g2575.t1			
OG0001912		g331.t1	g2576.t1			
OG0001913		g332.t1	g2577.t1			
OG0001914		g336.t1	g2600.t1			
OG0001915		g343.t1	g2568.t1			
OG0001916		g345.t1	g2563.t1			
OG0001917		g352.t1	g2551.t1			
OG0001918		g355.t1	g2548.t1			
OG0001919		g358.t1	g2545.t1			
OG0001920		g362.t1	g2540.t1			
OG0001921		g370.t1	g2531.t1			
OG0001922		g380.t1	g2500.t1			
OG0001923		g391.t1	g1375.t1			
OG0001924		g392.t1	g1376.t1			
OG0001925		g395.t1	g1378.t1			
OG0001926		g397.t1	g1380.t1			
OG0001927		g407.t1	g1400.t1			
OG0001928		g416.t1	g1413.t1			
OG0001929		g428.t1	g1430.t1			
OG0001930		g432.t1	g1436.t1			
OG0001931		g439.t1	g1447.t1			
OG0001932		g441.t1	g1449.t1			
OG0001933		g442.t1	g1450.t1			
OG0001934		g448.t1	g1456.t1			
OG0001935		g452.t1	g2382.t1			
OG0001936		g460.t1	g2372.t1			
OG0001937		g468.t1	g2356.t1			
OG0001938		g471.t1	g2342.t1			
OG0001939		g478.t1	g2334.t1			
OG0001940		g482.t1	g2331.t1			
OG0001941		g484.t1	g3152.t1			
OG0001942		g486.t1	g3150.t1			
OG0001943		g487.t1	g3148.t1			
OG0001944		g488.t1	g3147.t1			
OG0001945		g489.t1	g3146.t1			
OG0001946		g493.t1	g3119.t1			
OG0001947		g499.t1	g3089.t1			
OG0001948		g508.t1	g3312.t1			
OG0001949		g516.t1	g3297.t1			
OG0001950		g517.t1	g3296.t1			
OG0001951		g531.t1	g3277.t1			
OG0001952		g537.t1	g3270.t1			
OG0001953		g539.t1	g3267.t1			
OG0001954		g556.t1	g3245.t1			
OG0001955		g577.t1	g3228.t1			
OG0001956		g578.t1	g3227.t1			
OG0001957		g583.t1	g3222.t1			
OG0001958		g585.t1	g3221.t1			
OG0001959		g586.t1	g3220.t1			
OG0001960		g587.t1	g3219.t1			
OG0001961		g588.t1	g3218.t1			
OG0001962		g589.t1	g3217.t1			
OG0001963		g591.t1	g3215.t1			
OG0001964		g596.t1	g3207.t1			
OG0001965		g599.t1	g3204.t1			
OG0001966		g600.t1	g3202.t1			
OG0001967		g603.t1	g3197.t1			
OG0001968		g604.t1	g3196.t1			
OG0001969		g617.t1	g3179.t1			
OG0001970		g619.t1	g3176.t1			
OG0001971		g621.t1	g3171.t1			
OG0001972		g626.t1	g3166.t1			
OG0001973		g628.t1	g3163.t1			
OG0001974		g630.t1	g3161.t1			
OG0001975		g631.t1	g3157.t1			
OG0001976		g639.t1	g2326.t1			
OG0001977		g644.t1	g2311.t1			
OG0001978		g646.t1			g3231.t1	
OG0001979		g654.t1	g2296.t1			
OG0001980		g655.t1	g2295.t1			
OG0001981		g663.t1	g2192.t1			
OG0001982		g673.t1	g2179.t1			
OG0001983		g676.t1	g2176.t1			
OG0001984		g677.t1	g2175.t1			
OG0001985		g680.t1	g2172.t1			
OG0001986		g681.t1	g2171.t1			
OG0001987		g682.t1	g2170.t1			
OG0001988		g684.t1	g2167.t1			
OG0001989		g692.t1	g2157.t1			
OG0001990		g694.t1	g2155.t1			
OG0001991		g696.t1	g2153.t1			
OG0001992		g697.t1	g2151.t1			
OG0001993		g700.t1	g2147.t1			
OG0001994		g701.t1	g2146.t1			
OG0001995		g703.t1	g2143.t1			
OG0001996		g704.t1	g2142.t1			
OG0001997		g705.t1	g2141.t1			
OG0001998		g706.t1	g2140.t1			
OG0001999		g709.t1	g2135.t1			
OG0002000		g718.t1	g2122.t1			
OG0002001		g722.t1	g2118.t1			
OG0002002		g723.t1	g2117.t1			
OG0002003		g724.t1	g2116.t1			
OG0002004		g725.t1	g2115.t1			
OG0002005		g740.t1	g1110.t1			
OG0002006		g741.t1	g1111.t1			
OG0002007		g749.t1	g1122.t1			
OG0002008		g750.t1	g1124.t1			
OG0002009		g754.t1	g1129.t1			
OG0002010		g761.t1	g2698.t1			
OG0002011		g763.t1	g2697.t1			
OG0002012		g764.t1	g2693.t1			
OG0002013		g765.t1	g2692.t1			
OG0002014		g770.t1	g2687.t1			
OG0002015		g771.t1	g2686.t1			
OG0002016		g772.t1	g2684.t1			
OG0002017		g777.t1	g2678.t1			
OG0002018		g779.t1	g2676.t1			
OG0002019		g780.t1	g2674.t1			
OG0002020		g782.t1	g2671.t1			
OG0002021		g785.t1	g2668.t1			
OG0002022		g787.t1	g2665.t1			
OG0002023		g792.t1	g2658.t1			
OG0002024		g793.t1	g2657.t1			
OG0002025		g794.t1	g2656.t1			
OG0002026		g796.t1	g2654.t1			
OG0002027		g797.t1	g2653.t1			
OG0002028		g799.t1	g2641.t1			
OG0002029		g802.t1	g2638.t1			
OG0002030		g804.t1	g2635.t1			
OG0002031		g805.t1	g2634.t1			
OG0002032		g813.t1	g1191.t1			
OG0002033		g814.t1	g1193.t1			
OG0002034		g817.t1	g1196.t1			
OG0002035		g818.t1	g1197.t1			
OG0002036		g819.t1	g1198.t1			
OG0002037		g821.t1	g1200.t1			
OG0002038		g825.t1	g1206.t1			
OG0002039		g827.t1	g1210.t1			
OG0002040		g828.t1	g1211.t1			
OG0002041		g831.t1	g1222.t1			
OG0002042		g833.t1	g1225.t1			
OG0002043		g840.t1	g1233.t1			
OG0002044		g843.t1	g1237.t1			
OG0002045		g845.t1	g1239.t1			
OG0002046		g850.t1	g1246.t1			
OG0002047		g851.t1	g1247.t1			
OG0002048		g861.t1	g1261.t1			
OG0002049		g862.t1	g1262.t1			
OG0002050		g863.t1	g1263.t1			
OG0002051		g865.t1	g1265.t1			
OG0002052		g866.t1	g1266.t1			
OG0002053		g883.t1	g1291.t1			
OG0002054		g885.t1	g1293.t1			
OG0002055		g887.t1	g1295.t1			
OG0002056		g892.t1	g1300.t1			
OG0002057		g897.t1	g1309.t1			
OG0002058		g898.t1	g1311.t1			
OG0002059		g911.t1	g1322.t1			
OG0002060		g913.t1	g1327.t1			
OG0002061		g918.t1	g1332.t1			
OG0002062		g932.t1	g2490.t1			
OG0002063		g933.t1	g2489.t1			
OG0002064		g935.t1	g2487.t1			
OG0002065		g956.t1	g1561.t1			
OG0002066		g958.t1	g1575.t1			
OG0002067		g959.t1	g1576.t1			
OG0002068		g966.t1	g1171.t1			
OG0002069		g968.t1	g1173.t1			
OG0002070		g974.t1	g2449.t1			
OG0002071		g979.t1	g2437.t1			
OG0002072		g980.t1	g2436.t1			
OG0002073		g981.t1	g2435.t1			
OG0002074		g993.t1	g1594.t1			
OG0002075		g998.t1	g1599.t1			
OG0002076		g999.t1	g1600.t1			
OG0002077		g1010.t1	g2112.t1			
OG0002078		g1013.t1	g2108.t1			
OG0002079		g1014.t1	g2107.t1			
OG0002080		g1016.t1	g2105.t1			
OG0002081		g1017.t1	g2104.t1			
OG0002082		g1018.t1	g2103.t1			
OG0002083		g1019.t1	g2101.t1			
OG0002084		g1020.t1	g2100.t1			
OG0002085		g1023.t1	g2095.t1			
OG0002086		g1028.t1	g2092.t1			
OG0002087		g1032.t1	g2089.t1			
OG0002088		g1033.t1	g2088.t1			
OG0002089		g1034.t1	g2087.t1			
OG0002090		g1035.t1	g2085.t1			
OG0002091		g1036.t1	g2083.t1			
OG0002092		g1037.t1	g2082.t1			
OG0002093		g1038.t1	g2081.t1			
OG0002094		g1040.t1	g2079.t1			
OG0002095		g1041.t1	g2067.t1			
OG0002096		g1043.t1	g2065.t1			
OG0002097		g1046.t1	g2062.t1			
OG0002098		g1048.t1	g2061.t1			
OG0002099		g1051.t1	g2631.t1			
OG0002100		g1052.t1	g2630.t1			
OG0002101		g1053.t1	g2629.t1			
OG0002102		g1056.t1	g1667.t1			
OG0002103		g1061.t1	g1676.t1			
OG0002104		g1062.t1	g1677.t1			
OG0002105		g1065.t1	g1680.t1			
OG0002106		g1066.t1	g1681.t1			
OG0002107		g1082.t1	g1760.t1			
OG0002108		g1087.t1	g1616.t1			
OG0002109		g1095.t1	g1621.t1			
OG0002110		g1097.t1	g1625.t1			
OG0002111		g1102.t1	g1632.t1			
OG0002112		g1119.t1	g2012.t1			
OG0002113		g1140.t1	g2025.t1			
OG0002114		g1143.t1	g2027.t1			
OG0002115		g1152.t1	g2387.t1			
OG0002116		g1166.t1	g2415.t1			
OG0002117		g1169.t1	g2420.t1			
OG0002118		g1170.t1	g2421.t1			
OG0002119		g1171.t1	g2422.t1			
OG0002120		g1173.t1	g2425.t1			
OG0002121		g1178.t1	g2432.t1			
OG0002122		g1184.t1	g1162.t1			
OG0002123		g1185.t1	g1160.t1			
OG0002124		g1186.t1	g1159.t1			
OG0002125		g1188.t1	g1154.t1			
OG0002126		g1198.t1	g1146.t1			
OG0002127		g1199.t1	g1145.t1			
OG0002128		g1200.t1	g1144.t1			
OG0002129		g1203.t1	g2706.t1			
OG0002130		g1205.t1	g2708.t1			
OG0002131		g1214.t1	g2724.t1			
OG0002132		g1221.t1	g1778.t1			
OG0002133		g1223.t1	g1776.t1			
OG0002134		g1229.t1	g2746.t1			
OG0002135		g1230.t1	g2750.t1			
OG0002136		g1236.t1	g2792.t1			
OG0002137		g1245.t1	g2814.t1			
OG0002138		g1246.t1	g2816.t1			
OG0002139		g1250.t1	g2826.t1			
OG0002140		g1258.t1	g2838.t1			
OG0002141		g1266.t1	g2850.t1			
OG0002142		g1270.t1	g2854.t1			
OG0002143		g1273.t1	g2857.t1			
OG0002144		g1278.t1	g2866.t1			
OG0002145		g1289.t1	g2196.t1			
OG0002146		g1293.t1	g2202.t1			
OG0002147		g1294.t1	g2203.t1			
OG0002148		g1298.t1	g2208.t1			
OG0002149		g1301.t1	g2212.t1			
OG0002150		g1308.t1	g2220.t1			
OG0002151		g1311.t1	g2877.t1			
OG0002152		g1312.t1	g2878.t1			
OG0002153		g1319.t1	g2917.t1			
OG0002154		g1320.t1	g2918.t1			
OG0002155		g1324.t1	g2923.t1			
OG0002156		g1328.t1	g2929.t1			
OG0002157		g1331.t1	g2932.t1			
OG0002158		g1333.t1	g2934.t1			
OG0002159		g1355.t1	g2962.t1			
OG0002160		g1357.t1	g2964.t1			
OG0002161		g1362.t1	g2979.t1			
OG0002162		g1363.t1	g2980.t1			
OG0002163		g1369.t1	g2985.t1			
OG0002164		g1372.t1	g2990.t1			
OG0002165		g1373.t1	g2991.t1			
OG0002166		g1376.t1	g2994.t1			
OG0002167		g1385.t1	g3007.t1			
OG0002168		g1396.t1	g1344.t1			
OG0002169		g1410.t1	g2288.t1			
OG0002170		g1411.t1	g2289.t1			
OG0002171		g1419.t1	g2229.t1			
OG0002172		g1424.t1	g1951.t1			
OG0002173		g1434.t1	g1488.t1			
OG0002174		g1436.t1	g1484.t1			
OG0002175		g1438.t1	g1478.t1			
OG0002176		g1439.t1	g1477.t1			
OG0002177		g1448.t1	g1467.t1			
OG0002178		g1457.t1	g722.t1			
OG0002179		g1460.t1	g718.t1			
OG0002180		g1485.t1	g686.t1			
OG0002181		g1509.t1			g1369.t1	
OG0002182		g1514.t1	g631.t1			
OG0002183		g1520.t1	g3537.t1			
OG0002184		g1523.t1	g3541.t1			
OG0002185		g1524.t1	g3542.t1			
OG0002186		g1525.t1	g3543.t1			
OG0002187		g1528.t1	g426.t1			
OG0002188		g1529.t1	g425.t1			
OG0002189		g1531.t1	g421.t1			
OG0002190		g1536.t1	g1097.t1			
OG0002191		g1538.t1	g1095.t1			
OG0002192		g1543.t1	g1087.t1			
OG0002193		g1549.t1	g1081.t1			
OG0002194		g1567.t1	g1904.t1			
OG0002195		g1571.t1	g92.t1			
OG0002196		g1573.t1	g96.t1			
OG0002197		g1574.t1	g98.t1			
OG0002198		g1577.t1	g100.t1			
OG0002199		g1584.t1	g1885.t1			
OG0002200		g1585.t1	g1883.t1			
OG0002201		g1595.t1	g1873.t1			
OG0002202		g1596.t1	g1871.t1			
OG0002203		g1601.t1	g1863.t1			
OG0002204		g1607.t1	g2398.t1			
OG0002205		g1610.t1	g1851.t1			
OG0002206		g1614.t1	g1841.t1			
OG0002207		g1615.t1	g1840.t1			
OG0002208		g1619.t1	g1836.t1			
OG0002209		g1623.t1	g1826.t1			
OG0002210		g1624.t1	g1825.t1			
OG0002211		g1631.t1	g1816.t1			
OG0002212		g1633.t1	g1811.t1			
OG0002213		g1634.t1	g1809.t1			
OG0002214		g1635.t1	g1808.t1			
OG0002215		g1639.t1	g1804.t1			
OG0002216		g1640.t1	g1802.t1			
OG0002217		g1641.t1	g1801.t1			
OG0002218		g1643.t1	g1799.t1			
OG0002219		g1645.t1	g928.t1			
OG0002220		g1659.t1	g900.t1			
OG0002221		g1661.t1	g897.t1			
OG0002222		g1670.t1	g774.t1			
OG0002223		g1672.t1	g891.t1			
OG0002224		g1677.t1	g877.t1			
OG0002225		g1679.t1	g873.t1			
OG0002226		g1681.t1	g871.t1			
OG0002227		g1682.t1	g869.t1			
OG0002228		g1684.t1	g867.t1			
OG0002229		g1685.t1	g865.t1			
OG0002230		g1686.t1	g864.t1			
OG0002231		g1687.t1	g863.t1			
OG0002232		g1693.t1	g851.t1			
OG0002233		g1718.t1	g814.t1			
OG0002234		g1721.t1	g812.t1			
OG0002235		g1728.t1	g809.t1			
OG0002236		g1730.t1	g807.t1			
OG0002237		g1735.t1	g803.t1			
OG0002238		g1738.t1	g800.t1			
OG0002239		g1741.t1	g797.t1			
OG0002240		g1742.t1	g796.t1			
OG0002241		g1746.t1	g778.t1			
OG0002242		g1747.t1	g777.t1			
OG0002243		g1752.t1	g771.t1			
OG0002244		g1755.t1	g767.t1			
OG0002245		g1761.t1	g744.t1			
OG0002246		g1767.t1	g3433.t1			
OG0002247		g1770.t1	g3439.t1			
OG0002248		g1772.t1	g538.t1			
OG0002249		g1773.t1	g539.t1			
OG0002250		g1775.t1	g541.t1			
OG0002251		g1785.t1	g551.t1			
OG0002252		g1788.t1	g554.t1			
OG0002253		g1789.t1	g556.t1			
OG0002254		g1819.t1			g826.t1	
OG0002255		g1863.t1	g2889.t1			
OG0002256		g1864.t1	g2888.t1			
OG0002257		g1865.t1	g2887.t1			
OG0002258		g1867.t1	g2885.t1			
OG0002259			g2055.t1, g29.t1			
OG0002260			g33.t1		g1843.t1	
OG0002261			g3051.t1, g35.t1			
OG0002262			g57.t1		g1769.t1	
OG0002263			g2526.t1, g70.t1			
OG0002264			g2527.t1, g71.t1			
OG0002265			g81.t1			g2641.t1
OG0002266			g82.t1			g2645.t1
OG0002267			g83.t1			g2644.t1
OG0002268			g86.t1			g2643.t1
OG0002269			g90.t1			g202.t1
OG0002270			g127.t1		g259.t1	
OG0002271			g129.t1		g4093.t1	
OG0002272			g138.t1		g4718.t1	
OG0002273			g146.t1		g371.t1	
OG0002274			g157.t1		g199.t1	
OG0002275			g195.t1			g2575.t1
OG0002276			g197.t1		g482.t1	
OG0002277			g205.t1, g580.t1			
OG0002278			g213.t1		g1990.t1	
OG0002279			g231.t1, g2711.t1			
OG0002280			g232.t1			g3312.t1
OG0002281			g236.t1			g1419.t1
OG0002282			g244.t1		g4880.t1	
OG0002283			g1918.t1, g248.t1			
OG0002284			g1668.t1, g260.t1			
OG0002285			g2362.t1, g261.t1			
OG0002286			g1417.t1, g272.t1			
OG0002287			g2210.t1, g277.t1			
OG0002288			g287.t1, g2969.t1			
